id,loan_amnt_USD,loan_amnt_eur,funded_amnt_USD,funded_amnt_eur,int_rate,installment_USD,installment_eur,total_pymnt_USD,total_pymnt_eur,exchange_rate,issue_date,loan_status,term_months,sub_grade,verification_status,state_address
36201871.0,21000.0,18603.90115568364,21000.0,18603.90115568364,0.28,639.0,566.0901351658023,7655.0,6781.564921274204,1.128795505,1.0,1.0,36.0,1.0,1.0,4.0
36241014.0,20000.0,17718.001100651087,20000.0,17718.001100651087,0.28,411.0,364.1049226183798,4934.0,4371.030871530623,1.128795505,1.0,1.0,60.0,6.0,1.0,2.0
36561402.0,9600.0,8775.743528229894,9600.0,8775.743528229894,0.28,309.0,282.4692448148997,1852.0,1692.9871889876838,1.093924403,7.0,1.0,36.0,8.0,1.0,2.0
36763239.0,15000.0,13288.500825488316,15000.0,13288.500825488316,0.17,379.0,335.7561208573381,4527.0,4010.4695491323737,1.128795505,1.0,1.0,60.0,20.0,1.0,0.0
36802496.0,7800.0,6910.020429253924,7800.0,6910.020429253924,0.28,260.0,230.33401430846413,3120.0,2764.0081717015696,1.128795505,1.0,1.0,36.0,11.0,1.0,2.0
36806601.0,20000.0,18088.306662728606,20000.0,18088.306662728606,0.28,640.0,578.8258132073154,7665.0,6932.343528490738,1.1056866943333332,0.0,1.0,36.0,7.0,1.0,2.0
36950419.0,14000.0,12402.600770455761,14000.0,12402.600770455761,0.15,340.0,301.20601871106845,4132.0,3660.5390273945145,1.128795505,1.0,1.0,60.0,17.0,1.0,1.0
37011266.0,28000.0,24805.201540911523,28000.0,24805.201540911523,0.15,978.0,866.4102538218382,8760.0,7760.484482085176,1.128795505,1.0,0.0,36.0,16.0,1.0,4.0
37051229.0,30000.0,26577.001650976632,30000.0,26577.001650976632,0.28,667.0,590.8953367067137,8366.0,7411.43986040235,1.128795505,1.0,1.0,60.0,10.0,1.0,1.0
37068509.0,7000.0,6201.300385227881,7000.0,6201.300385227881,0.28,242.0,214.38781331787814,2905.0,2573.53965986957,1.128795505,1.0,1.0,36.0,15.0,1.0,3.0
37107114.0,25000.0,22147.50137581386,25000.0,22147.50137581386,0.28,766.0,678.5994421549366,9175.0,8128.133004923686,1.128795505,1.0,1.0,36.0,2.0,1.0,2.0
37257668.0,12000.0,10630.800660390652,12000.0,10630.800660390652,0.28,377.0,333.984320747273,4514.0,3998.9528484169505,1.128795505,1.0,1.0,36.0,5.0,1.0,2.0
37267742.0,12000.0,10630.800660390652,12000.0,10630.800660390652,0.28,377.0,333.984320747273,4545.0,4026.4157501229597,1.128795505,1.0,0.0,36.0,5.0,0.0,2.0
37329129.0,8000.0,7087.200440260434,1000.0,885.9000550325543,0.28,265.0,234.76351458362691,2911.0,2578.855060199766,1.128795505,1.0,0.0,36.0,10.0,0.0,2.0
37600541.0,8000.0,7235.322665091443,8000.0,7235.322665091443,0.28,251.0,227.00824861724402,3009.0,2721.3857374075187,1.1056866943333332,0.0,1.0,36.0,5.0,1.0,2.0
37601431.0,15000.0,13288.500825488316,15000.0,13288.500825488316,0.13,346.0,306.5214190412638,4133.0,3661.424927449547,1.128795505,1.0,1.0,60.0,13.0,1.0,2.0
37612109.0,35000.0,31006.5019261394,11850.0,10497.915652135769,0.17,423.0,374.7357232787705,5057.0,4479.996578299627,1.128795505,1.0,1.0,36.0,19.0,1.0,2.0
37612196.0,15000.0,13288.500825488316,15000.0,13288.500825488316,0.28,314.0,278.1726172802221,3809.0,3374.3933096189994,1.128795505,1.0,1.0,60.0,7.0,1.0,3.0
37620643.0,24000.0,21261.601320781305,1000.0,885.9000550325543,0.28,735.0,651.1365404489275,8808.0,7803.007684726738,1.128795505,1.0,1.0,36.0,2.0,1.0,1.0
37621437.0,32000.0,28348.801761041737,32000.0,28348.801761041737,0.28,1165.0,1032.0735641129259,13920.0,12331.728766053157,1.128795505,1.0,1.0,36.0,21.0,1.0,1.0
37621803.0,4700.0,4163.730258653005,4700.0,4163.730258653005,0.28,150.0,132.88500825488316,41913.0,37130.72900657945,1.128795505,1.0,1.0,36.0,7.0,0.0,2.0
37640409.0,11200.0,9922.080616364608,11200.0,9922.080616364608,0.19,296.0,262.22641628963606,1174.0,1040.0466646082189,1.128795505,1.0,0.0,60.0,23.0,0.0,1.0
37641179.0,35000.0,31006.5019261394,28000.0,24805.201540911523,0.28,870.0,770.7330478783223,10426.0,9236.39397376941,1.128795505,1.0,1.0,36.0,4.0,1.0,1.0
37641650.0,35000.0,31006.5019261394,35000.0,31006.5019261394,0.28,1088.0,963.8592598754191,13048.0,11559.223918064768,1.128795505,1.0,1.0,36.0,5.0,1.0,2.0
37651425.0,5150.0,4562.385283417655,5150.0,4562.385283417655,0.16,182.0,161.2338100159249,2202.0,1950.7519211816846,1.128795505,1.0,1.0,36.0,18.0,1.0,2.0
37652106.0,25000.0,22147.50137581386,25000.0,22147.50137581386,0.15,1372.0,1215.4548755046646,10443.0,9251.454274704965,1.128795505,1.0,1.0,36.0,16.0,1.0,2.0
37671458.0,35000.0,31006.5019261394,35000.0,31006.5019261394,0.28,1088.0,963.8592598754191,13033.0,11545.935417239281,1.128795505,1.0,1.0,36.0,4.0,1.0,4.0
37671833.0,7500.0,6644.250412744158,7500.0,6644.250412744158,0.28,252.0,223.2468138682037,3018.0,2673.646366088249,1.128795505,1.0,1.0,36.0,12.0,0.0,2.0
37672125.0,15000.0,13288.500825488316,15000.0,13288.500825488316,0.28,456.0,403.97042509484476,5468.0,4844.101500918007,1.128795505,1.0,1.0,60.0,1.0,0.0,1.0
37680706.0,35000.0,31006.5019261394,35000.0,31006.5019261394,0.28,1099.0,973.6041604807772,13183.0,11678.820425494165,1.128795505,1.0,1.0,36.0,5.0,1.0,1.0
37680875.0,15000.0,13288.500825488316,15000.0,13288.500825488316,0.28,308.0,272.8572169500267,3693.0,3271.6289032352233,1.128795505,1.0,1.0,60.0,6.0,1.0,0.0
37691298.0,25000.0,22147.50137581386,1000.0,885.9000550325543,0.28,514.0,455.3526282867329,6155.0,5452.714838725372,1.128795505,1.0,1.0,60.0,6.0,1.0,3.0
37691377.0,23600.0,20907.241298768284,1000.0,885.9000550325543,0.28,507.0,449.15132790150506,6058.0,5366.782533387214,1.128795505,1.0,1.0,60.0,8.0,1.0,3.0
37691997.0,8000.0,7087.200440260434,8000.0,7087.200440260434,0.28,245.0,217.04551348297582,8164.0,7232.488049285774,1.128795505,1.0,1.0,36.0,2.0,0.0,4.0
37692393.0,10000.0,8859.000550325543,10000.0,8859.000550325543,0.28,219.0,194.0121120521294,2622.0,2322.8299442953576,1.128795505,1.0,1.0,60.0,10.0,0.0,3.0
37700602.0,26850.0,23786.416477624083,26850.0,23786.416477624083,0.25,801.0,709.605944081076,32358.0,28665.953980743394,1.128795505,1.0,1.0,60.0,35.0,1.0,1.0
37730598.0,9600.0,8504.640528312522,9600.0,8504.640528312522,0.28,1372.0,1215.4548755046646,3874.0,3431.9768131961155,1.128795505,1.0,1.0,36.0,12.0,0.0,1.0
37731126.0,12000.0,10630.800660390652,12000.0,10630.800660390652,0.28,289.0,256.0251159044082,13336.0,11814.363133914145,1.128795505,1.0,1.0,60.0,16.0,1.0,1.0
37750229.0,32000.0,28941.290660365772,32000.0,28941.290660365772,0.14,749.0,677.4070845191864,9801.0,8864.174680070153,1.1056866943333332,0.0,1.0,60.0,14.0,1.0,4.0
37750958.0,32000.0,28348.801761041737,32000.0,28348.801761041737,0.28,995.0,881.4705547573916,11909.0,10550.18375538269,1.128795505,1.0,1.0,60.0,4.0,1.0,3.0
37751648.0,24000.0,21261.601320781305,24000.0,21261.601320781305,0.28,735.0,651.1365404489275,8808.0,7803.007684726738,1.128795505,1.0,1.0,36.0,2.0,1.0,1.0
37752011.0,25000.0,22147.50137581386,25000.0,22147.50137581386,0.28,830.0,735.2970456770202,9929.0,8796.101646418232,1.128795505,1.0,1.0,36.0,10.0,1.0,4.0
37811574.0,18000.0,15946.200990585978,18000.0,15946.200990585978,0.28,370.0,327.7830203620451,4432.0,3926.3090439042808,1.128795505,1.0,1.0,60.0,6.0,1.0,2.0
37811673.0,35000.0,31006.5019261394,35000.0,31006.5019261394,0.15,1230.0,1089.657067690042,13041.0,11553.02261767954,1.128795505,1.0,0.0,36.0,17.0,1.0,1.0
37821356.0,11550.0,10232.145635626002,11550.0,10232.145635626002,0.19,305.0,270.1995167849291,3645.0,3229.1057005936605,1.128795505,1.0,1.0,60.0,23.0,0.0,2.0
37841440.0,25000.0,22147.50137581386,25000.0,22147.50137581386,0.28,812.0,719.3508446864341,8922.0,7904.00029100045,1.128795505,1.0,1.0,36.0,8.0,1.0,2.0
37866237.0,28000.0,24805.201540911523,28000.0,24805.201540911523,0.14,961.0,851.3499528862848,11489.0,10178.105732269018,1.128795505,1.0,1.0,36.0,14.0,1.0,2.0
37866544.0,20000.0,17718.001100651087,20000.0,17718.001100651087,0.28,448.0,396.88322465458435,5372.0,4759.055095634882,1.128795505,1.0,1.0,60.0,11.0,1.0,1.0
37887123.0,8000.0,7087.200440260434,8000.0,7087.200440260434,0.28,267.0,236.53531469369202,1592.0,1410.3528876118264,1.128795505,1.0,0.0,36.0,15.0,0.0,4.0
37887364.0,15000.0,13288.500825488316,15000.0,13288.500825488316,0.19,391.0,346.38692151772875,4661.0,4129.180156506736,1.128795505,1.0,1.0,60.0,22.0,0.0,4.0
37907332.0,21300.0,18869.671172193408,21300.0,18869.671172193408,0.28,523.0,463.3257287820259,6243.0,5530.674043568237,1.128795505,1.0,1.0,60.0,18.0,1.0,4.0
37917304.0,6000.0,5315.400330195326,1000.0,885.9000550325543,0.28,185.0,163.89151018102254,2218.0,1964.9263220622056,1.128795505,1.0,1.0,36.0,3.0,1.0,4.0
37927296.0,10000.0,8859.000550325543,10000.0,8859.000550325543,0.21,276.0,244.508415188985,41913.0,37130.72900657945,1.128795505,1.0,1.0,60.0,25.0,1.0,3.0
37927549.0,35000.0,31006.5019261394,35000.0,31006.5019261394,0.16,1238.0,1096.7442681303023,6130.0,5430.567337349558,1.128795505,1.0,0.0,36.0,18.0,1.0,4.0
37938334.0,18000.0,15946.200990585978,18000.0,15946.200990585978,0.14,1372.0,1215.4548755046646,5087.0,4506.573579950604,1.128795505,1.0,1.0,60.0,14.0,1.0,3.0
37948249.0,12000.0,10630.800660390652,12000.0,10630.800660390652,0.14,415.0,367.6485228385101,4971.0,4403.809173566828,1.128795505,1.0,1.0,36.0,15.0,0.0,3.0
37948610.0,4800.0,4341.193599054865,4800.0,4341.193599054865,0.13,163.0,147.41969930123815,1951.0,1764.5143149491755,1.1056866943333332,0.0,1.0,36.0,13.0,0.0,2.0
37958255.0,10000.0,8859.000550325543,10000.0,8859.000550325543,0.28,332.0,294.11881827080805,4009.0,3551.5733206255104,1.128795505,1.0,1.0,60.0,10.0,1.0,1.0
37978181.0,12000.0,10630.800660390652,12000.0,10630.800660390652,0.14,1372.0,1215.4548755046646,7548.0,6686.77361538572,1.128795505,1.0,1.0,36.0,14.0,0.0,2.0
37998364.0,8400.0,7441.560462273456,8400.0,7441.560462273456,0.28,288.0,255.13921584937566,3446.0,3052.8115896421823,1.128795505,1.0,1.0,36.0,14.0,0.0,1.0
37998603.0,24000.0,21384.719559865476,24000.0,21384.719559865476,0.28,509.0,453.53426066548025,3555.0,3167.6115848050736,1.122296691,6.0,1.0,60.0,8.0,0.0,4.0
38018251.0,11200.0,9922.080616364608,11200.0,9922.080616364608,0.28,240.0,212.61601320781304,2875.0,2546.962658218594,1.128795505,1.0,1.0,60.0,8.0,1.0,4.0
38028516.0,6000.0,5315.400330195326,6000.0,5315.400330195326,0.15,209.0,185.15311150180386,6281.0,5564.338245659474,1.128795505,1.0,1.0,36.0,16.0,1.0,1.0
38058468.0,8000.0,7087.200440260434,1000.0,885.9000550325543,0.14,277.0,245.39431524401755,3314.0,2935.872782377885,1.128795505,1.0,1.0,36.0,15.0,0.0,3.0
38078645.0,35000.0,31006.5019261394,3875.0,3432.8627132511483,0.14,134.0,118.71060737436228,3687.0,3266.3135029050277,1.128795505,1.0,1.0,36.0,15.0,0.0,2.0
38098252.0,6000.0,5315.400330195326,6000.0,5315.400330195326,0.14,207.0,183.38131139173876,197.0,174.5223108414132,1.128795505,1.0,0.0,36.0,15.0,1.0,3.0
38108327.0,1200.0,1063.0800660390653,1200.0,1063.0800660390653,0.13,40.0,35.43600220130217,488.0,432.31922685588654,1.128795505,1.0,0.0,36.0,13.0,1.0,1.0
38141178.0,4750.0,4208.025261404633,4750.0,4208.025261404633,0.17,169.0,149.71710930050168,2027.0,1795.7194115509876,1.128795505,1.0,1.0,60.0,19.0,0.0,2.0
38141958.0,10000.0,9044.153331364303,10000.0,9044.153331364303,0.15,349.0,315.6409512646142,10961.0,9913.296466508413,1.1056866943333332,0.0,1.0,36.0,16.0,1.0,1.0
38151414.0,26800.0,23742.121474872456,26800.0,23742.121474872456,0.14,627.0,555.4593345054116,41913.0,37130.72900657945,1.128795505,1.0,1.0,60.0,14.0,1.0,1.0
38151481.0,25000.0,22147.50137581386,25000.0,22147.50137581386,0.28,760.0,673.2840418247413,41913.0,37130.72900657945,1.128795505,1.0,1.0,36.0,1.0,1.0,4.0
38151638.0,14475.0,12823.403296596223,14475.0,12823.403296596223,0.22,1372.0,1215.4548755046646,4858.0,4303.702467348149,1.128795505,1.0,1.0,60.0,26.0,1.0,2.0
38162231.0,12000.0,10630.800660390652,1000.0,885.9000550325543,0.18,308.0,272.8572169500267,3686.0,3265.4276028499953,1.128795505,1.0,1.0,60.0,21.0,1.0,2.0
38162496.0,11700.0,10365.030643880886,11700.0,10365.030643880886,0.21,446.0,395.11142454451925,5346.0,4736.021694204035,1.128795505,1.0,1.0,36.0,25.0,1.0,1.0
38171495.0,11325.0,10032.818123243678,11325.0,10032.818123243678,0.17,1372.0,1215.4548755046646,3418.0,3028.0063881012707,1.128795505,1.0,1.0,60.0,20.0,1.0,2.0
38171566.0,6250.0,5536.875343953465,6250.0,5536.875343953465,0.28,203.0,179.83771117160853,41913.0,37130.72900657945,1.128795505,1.0,1.0,36.0,8.0,0.0,1.0
38171736.0,28000.0,24805.201540911523,28000.0,24805.201540911523,0.25,838.0,742.3842461172806,9977.0,8838.624849059795,1.128795505,1.0,1.0,60.0,34.0,1.0,2.0
38171949.0,20000.0,17718.001100651087,20000.0,17718.001100651087,0.13,461.0,408.39992537000757,5511.0,4882.195203284407,1.128795505,1.0,1.0,60.0,13.0,1.0,3.0
38171990.0,35000.0,31006.5019261394,35000.0,31006.5019261394,0.25,1039.0,920.4501571788239,35522.0,31468.941754866395,1.128795505,1.0,1.0,60.0,30.0,1.0,1.0
38172140.0,9900.0,8770.410544822287,9900.0,8770.410544822287,0.28,313.0,277.28671722518953,3750.0,3322.125206372079,1.128795505,1.0,1.0,36.0,6.0,1.0,1.0
38181359.0,24000.0,21261.601320781305,24000.0,21261.601320781305,0.14,562.0,497.87583092829556,6709.0,5943.503469213407,1.128795505,1.0,1.0,60.0,14.0,1.0,2.0
38182010.0,20000.0,17718.001100651087,20000.0,17718.001100651087,0.17,721.0,638.7339396784716,7918.0,7014.5566357477655,1.128795505,1.0,1.0,36.0,20.0,1.0,1.0
38191359.0,4750.0,4208.025261404633,4750.0,4208.025261404633,0.15,166.0,147.05940913540402,4974.0,4406.466873731925,1.128795505,1.0,0.0,36.0,17.0,1.0,4.0
38201230.0,15000.0,13288.500825488316,15000.0,13288.500825488316,0.28,505.0,447.37952779143995,1999.0,1770.9142100100762,1.128795505,1.0,0.0,36.0,15.0,1.0,2.0
38211297.0,20625.0,18271.688635046434,20625.0,18271.688635046434,0.28,688.0,609.4992378623974,8238.0,7298.044653358183,1.128795505,1.0,1.0,36.0,11.0,1.0,4.0
38211876.0,32000.0,28348.801761041737,32000.0,28348.801761041737,0.17,810.0,717.579044576369,9658.0,8556.02273150441,1.128795505,1.0,1.0,60.0,20.0,1.0,4.0
38212467.0,35000.0,31006.5019261394,20000.0,17718.001100651087,0.13,680.0,602.4120374221369,8132.0,7204.139247524732,1.128795505,1.0,1.0,36.0,13.0,1.0,2.0
38212617.0,10800.0,9567.720594351587,10800.0,9567.720594351587,0.2,292.0,258.68281606950586,3480.0,3082.932191513289,1.128795505,1.0,1.0,60.0,24.0,1.0,1.0
38212702.0,20000.0,17718.001100651087,20000.0,17718.001100651087,0.28,444.0,393.33962443445415,5324.0,4716.531892993319,1.128795505,1.0,1.0,60.0,10.0,1.0,3.0
38221902.0,5000.0,4429.500275162772,5000.0,4429.500275162772,0.28,153.0,135.5427084199808,1835.0,1625.6266009847373,1.128795505,1.0,1.0,36.0,2.0,1.0,2.0
38232469.0,6225.0,5514.72784257765,6225.0,5514.72784257765,0.13,211.0,186.92491161186896,2545.0,2254.6156400578507,1.128795505,1.0,1.0,36.0,13.0,1.0,2.0
38242030.0,4000.0,3543.600220130217,4000.0,3543.600220130217,0.14,137.0,121.36830753945995,1641.0,1453.7619903084217,1.128795505,1.0,1.0,36.0,14.0,0.0,2.0
38242401.0,19500.0,17275.05107313481,19500.0,17275.05107313481,0.28,624.0,552.8016343403139,7474.0,6621.217011313312,1.128795505,1.0,1.0,36.0,7.0,1.0,4.0
38261283.0,7000.0,6201.300385227881,7000.0,6201.300385227881,0.28,217.0,192.2403119420643,2389.0,2116.415231472772,1.128795505,1.0,1.0,36.0,4.0,0.0,2.0
38261765.0,18000.0,15946.200990585978,18000.0,15946.200990585978,0.28,555.0,491.67453054306765,6654.0,5894.778966186616,1.128795505,1.0,1.0,36.0,3.0,0.0,1.0
38272059.0,5000.0,4429.500275162772,5000.0,4429.500275162772,0.14,171.0,151.4889094105668,2051.0,1816.981012871769,1.128795505,1.0,1.0,36.0,14.0,1.0,0.0
38272154.0,14000.0,12402.600770455761,14000.0,12402.600770455761,0.28,443.0,392.4537243794216,5303.0,4697.927991837636,1.128795505,1.0,1.0,36.0,6.0,1.0,3.0
38281530.0,10000.0,8859.000550325543,10000.0,8859.000550325543,0.14,346.0,306.5214190412638,4142.0,3669.39802794484,1.128795505,1.0,1.0,36.0,15.0,1.0,2.0
38282489.0,6000.0,5315.400330195326,6000.0,5315.400330195326,0.28,188.0,166.54921034612022,2257.0,1999.4764242084752,1.128795505,1.0,1.0,36.0,5.0,0.0,1.0
38291244.0,20000.0,17718.001100651087,20000.0,17718.001100651087,0.28,668.0,591.7812367617463,14088.0,12480.559975298625,1.128795505,1.0,1.0,36.0,11.0,1.0,2.0
38301173.0,24000.0,21261.601320781305,1000.0,885.9000550325543,0.16,589.0,521.7951324141745,7034.0,6231.420987098987,1.128795505,1.0,1.0,60.0,18.0,1.0,4.0
38311414.0,15000.0,13288.500825488316,15000.0,13288.500825488316,0.13,346.0,306.5214190412638,4145.0,3672.0557281099377,1.128795505,1.0,1.0,60.0,13.0,0.0,2.0
38311693.0,2500.0,2214.750137581386,2500.0,2214.750137581386,0.28,80.0,70.87200440260435,718.0,636.076239513374,1.128795505,1.0,0.0,36.0,7.0,1.0,1.0
38312082.0,10000.0,8859.000550325543,10000.0,8859.000550325543,0.28,332.0,294.11881827080805,41913.0,37130.72900657945,1.128795505,1.0,1.0,36.0,10.0,1.0,3.0
38312255.0,12675.0,11228.783197537627,12675.0,11228.783197537627,0.28,278.0,246.2802152990501,3324.0,2944.7317829282106,1.128795505,1.0,1.0,60.0,9.0,1.0,3.0
38321857.0,13000.0,11516.700715423207,13000.0,11516.700715423207,0.28,1372.0,1215.4548755046646,5123.0,4538.465981931776,1.128795505,1.0,1.0,36.0,9.0,1.0,4.0
38341427.0,25000.0,22147.50137581386,25000.0,22147.50137581386,0.28,760.0,673.2840418247413,21153.0,18739.44386410362,1.128795505,1.0,1.0,36.0,1.0,1.0,2.0
38342108.0,20000.0,17718.001100651087,20000.0,17718.001100651087,0.19,529.0,468.6411291122212,20133.0,17835.825807970417,1.128795505,1.0,1.0,60.0,23.0,1.0,2.0
38342391.0,9500.0,8416.050522809266,9500.0,8416.050522809266,0.28,300.0,265.7700165097663,3598.0,3187.4683980071304,1.128795505,1.0,0.0,36.0,6.0,0.0,1.0
38342504.0,35000.0,31006.5019261394,1000.0,885.9000550325543,0.21,966.0,855.7794531614475,12478.0,11054.260886696213,1.128795505,1.0,1.0,60.0,25.0,1.0,4.0
38362671.0,14525.0,12867.698299347852,14525.0,12867.698299347852,0.28,1372.0,1215.4548755046646,3857.0,3416.9165122605623,1.128795505,1.0,1.0,60.0,10.0,0.0,4.0
38382064.0,35000.0,31006.5019261394,12000.0,10630.800660390652,0.17,299.0,264.88411645473377,3566.0,3159.119596246089,1.128795505,1.0,1.0,60.0,19.0,0.0,1.0
38413636.0,12000.0,10630.800660390652,12000.0,10630.800660390652,0.28,377.0,333.984320747273,4514.0,3998.9528484169505,1.128795505,1.0,1.0,36.0,5.0,0.0,3.0
38413974.0,9000.0,7973.100495292989,9000.0,7973.100495292989,0.15,314.0,278.1726172802221,3490.0,3091.7911920636147,1.128795505,1.0,1.0,36.0,16.0,1.0,1.0
38414180.0,35000.0,31006.5019261394,26050.0,23077.69643359804,0.19,690.0,611.2710379724625,8251.0,7309.561354073606,1.128795505,1.0,1.0,60.0,23.0,1.0,4.0
38414664.0,6000.0,5315.400330195326,6000.0,5315.400330195326,0.28,202.0,178.95181111657598,41913.0,37130.72900657945,1.128795505,1.0,1.0,36.0,12.0,1.0,3.0
38414904.0,10000.0,8859.000550325543,10000.0,8859.000550325543,0.28,320.0,283.4880176104174,3838.0,3400.0844112149434,1.128795505,1.0,1.0,36.0,7.0,0.0,2.0
38415266.0,11200.0,9922.080616364608,11200.0,9922.080616364608,0.15,391.0,346.38692151772875,4296.0,3805.8266364198535,1.128795505,1.0,1.0,36.0,20.0,1.0,1.0
38415532.0,18000.0,15946.200990585978,18000.0,15946.200990585978,0.28,565.0,500.5335310933932,6779.0,6005.516473065686,1.128795505,1.0,1.0,36.0,5.0,1.0,3.0
38416309.0,8500.0,7530.150467776712,8500.0,7530.150467776712,0.14,291.0,257.7969160144733,3203.0,2837.5378762692717,1.128795505,1.0,1.0,60.0,14.0,1.0,4.0
38417018.0,20000.0,18088.306662728606,20000.0,18088.306662728606,0.15,482.0,435.92819057175944,5258.0,4755.415821631351,1.1056866943333332,0.0,1.0,60.0,16.0,1.0,4.0
